2023-03-26 19:30:03,1768.27
2023-03-26 19:35:02,1768.27
2023-03-26 19:40:02,1767.19
2023-03-26 19:45:02,1767.19
2023-03-26 19:50:02,1766.78
2023-03-26 19:55:02,1766.78
2023-03-26 20:00:03,1768.45
2023-03-26 20:05:02,1768.45
2023-03-26 20:10:03,1766.88
2023-03-26 20:15:02,1766.88
2023-03-26 20:20:02,1769.51
2023-03-26 20:25:02,1769.51
2023-03-26 20:30:03,1769.51
2023-03-26 20:35:03,1769.16
2023-03-26 20:40:02,1769.16
2023-03-26 20:45:02,1769.16
2023-03-26 20:50:03,1769.16
2023-03-26 20:55:02,1759.19
2023-03-26 21:00:03,1759.19
2023-03-26 21:05:02,1759.19
2023-03-26 21:10:02,1759.19
2023-03-26 21:15:04,1760.51
2023-03-26 21:20:02,1760.51
2023-03-26 21:25:03,1760.51
2023-03-26 21:30:03,1760.22
2023-03-26 21:35:02,1760.22
2023-03-26 21:40:02,1760.99
2023-03-26 21:45:02,1760.99
2023-03-26 21:50:02,1762.30
2023-03-26 21:55:02,1762.30
2023-03-26 22:00:02,1763.08
2023-03-26 22:05:03,1763.08
2023-03-26 22:10:02,1765.77
2023-03-26 22:15:02,1765.77
2023-03-26 22:20:02,1767.51
